Index,olefin,metal,Ligand-M,ligand,solvent,T(K),p(bar),CO/H2,t(h),L/M,S/M,[M](mM),L/B,Year,Journal,Database,DOI,bins
243,C=CC1=CC=CC=C1,Rh,N(CC)(CC)P->%161CC2=CC=C3C=CC=CC3=[C@@]2[C@@]2=C(C=CC3=CC=CC=C32)C1.N(CC)(CC)P->%171CC2=CC=C3C=CC=CC3=[C@@]2[C@@]2=C(C=CC3=CC=CC=C32)C1.[RhH]%16%17%18.[C-]->%18#[O+],N(CC)(CC)P1CC2=CC=C3C=CC=CC3=[C@@]2[C@@]2=C(C=CC3=CC=CC=C32)C1,CC1=CC=CC=C1,313.15,40.0,1.0,24.0,4.0,2000.0,0.25,-1.240549248,2008,Journal of Molecular Catalysis A: Chemical,Elsevier,10.1016/j.molcata.2007.10.023,16
244,C=CC1=CC=CC=C1,Rh,C[C@H]1C2=CC=C3C=CC=CC3=[C@@]2[C@@]2=C(C=CC3=CC=CC=C32)[C@H](C)P->%161C1=CC=CC=C1.C[C@H]1C2=CC=C3C=CC=CC3=[C@@]2[C@@]2=C(C=CC3=CC=CC=C32)[C@H](C)P->%171C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],C[C@H]1C2=CC=C3C=CC=CC3=[C@@]2[C@@]2=C(C=CC3=CC=CC=C32)[C@H](C)P1C1=CC=CC=C1,CC1=CC=CC=C1,313.15,40.0,1.0,24.0,8.0,2000.0,0.25,-1.397940009,2008,Journal of Molecular Catalysis A: Chemical,Elsevier,10.1016/j.molcata.2007.10.023,10
245,C=CCCCCCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=CC=C1OP->%16(OC1=CC=CC=C1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))OC1=CC=CC=C1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F).FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=CC=C1OP->%17(OC1=CC=CC=C1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))OC1=CC=CC=C1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F).[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=CC=C1OP(OC1=CC=CC=C1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))OC1=CC=CC=C1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),CC1=CC=CC=C1,353.15,40.0,1.0,0.083333333,5.0,2000.0,10.0,0.361727836,2002,Comptes Rendus Chimie,Elsevier,10.1016/S1631-0748(02)01407-8,63
246,C=CCCCCCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=CC(OP->%16(OC2=CC=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=C2)OC3=CC=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=C3)=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=CC(OP->%17(OC2=CC=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=C2)OC3=CC=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=C3)=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=CC(OP(OC2=CC=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=C2)OC3=CC=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=C3)=C1,CC1=CC=CC=C1,353.15,40.0,1.0,0.166666667,5.0,2000.0,10.0,0.763427994,2002,Comptes Rendus Chimie,Elsevier,10.1016/S1631-0748(02)01407-8,79
247,C=CCCCCCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%16(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%17(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,CC1=CC=CC=C1,353.15,40.0,1.0,0.416666667,5.0,2000.0,10.0,0.72427587,2002,Comptes Rendus Chimie,Elsevier,10.1016/S1631-0748(02)01407-8,78
249,C=CCCCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=CC(OP->%16(OC2=CC=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=C2)OC3=CC=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=C3)=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=CC(OP->%17(OC2=CC=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=C2)OC3=CC=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=C3)=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=CC(OP(OC2=CC=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=C2)OC3=CC=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=C3)=C1,CC1=CC=CC=C1,353.15,40.0,1.0,1.0,5.0,2000.0,10.0,0.799340549,2002,Comptes Rendus Chimie,Elsevier,10.1016/S1631-0748(02)01407-8,80
250,C=CCCCC,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,343.15,20.0,1.0,1.0,3.0,800.0,10.0,0.431363764,2002,Tetrahedron,Elsevier,10.1016/S0040-4020(02)00215-6,65
251,C=CCCCC,Rh,C1=CC=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P->%17(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,343.15,20.0,1.0,1.0,3.0,800.0,10.0,0.491361694,2002,Tetrahedron,Elsevier,10.1016/S0040-4020(02)00215-6,70
252,C=CCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(P->%16(C2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)C3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(P->%17(C2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)C3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(P(C2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)C3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,CC1=CC=CC=C1,343.15,20.0,1.0,1.0,3.0,800.0,10.0,0.579783597,2002,Tetrahedron,Elsevier,10.1016/S0040-4020(02)00215-6,74
254,C=CCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%16(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%17(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,CC1=CC=CC=C1,343.15,20.0,1.0,1.0,3.0,800.0,10.0,0.924279286,2002,Tetrahedron,Elsevier,10.1016/S0040-4020(02)00215-6,81
255,C=CCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%16(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%17(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,CC1=CC=CC=C1,343.15,20.0,1.0,1.0,3.0,8000.0,10.0,0.491361694,2002,Tetrahedron,Elsevier,10.1016/S0040-4020(02)00215-6,70
256,C=CCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%16(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%17(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,CC1=CC=CC=C1,343.15,8.0,1.0,1.0,3.0,800.0,10.0,0.819543936,2002,Tetrahedron,Elsevier,10.1016/S0040-4020(02)00215-6,80
257,C=CCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=C(OP->%16(OC2=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=CC=C2)OC3=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=CC=C3)C=CC=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=C(OP->%17(OC2=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=CC=C2)OC3=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=CC=C3)C=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=C(OP(OC2=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=CC=C2)OC3=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=CC=C3)C=CC=C1,CC1=CC=CC=C1,343.15,20.0,1.0,1.0,3.0,800.0,10.0,-0.045757491,2002,Tetrahedron,Elsevier,10.1016/S0040-4020(02)00215-6,52
258,C=CCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC(OP->%16(OC2=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=CC=C2)OC3=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=CC=C3)=CC=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC(OP->%17(OC2=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=CC=C2)OC3=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=CC=C3)=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC(OP(OC2=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=CC=C2)OC3=CC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))=CC=C3)=CC=C1,CC1=CC=CC=C1,343.15,20.0,1.0,1.0,3.0,800.0,10.0,0.716003344,2002,Tetrahedron,Elsevier,10.1016/S0040-4020(02)00215-6,78
260,C=CCCCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%16(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%17(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,C1CCOC1,333.15,20.0,1.0,1.0,3.0,637.0,2.0,0.681241237,2002,Tetrahedron,Elsevier,10.1016/S0040-4020(02)00215-6,77
261,C=CCCCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%16(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%17(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,C1CCOC1,343.15,20.0,1.0,1.0,3.0,637.0,2.0,0.612783857,2002,Tetrahedron,Elsevier,10.1016/S0040-4020(02)00215-6,75
262,C=CCCCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%16(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%17(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,C1CCOC1,353.15,20.0,1.0,1.0,3.0,637.0,2.0,0.602059991,2002,Tetrahedron,Elsevier,10.1016/S0040-4020(02)00215-6,74
263,C=CCCCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%16(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%17(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,C1CCOC1,363.15,20.0,1.0,1.0,3.0,637.0,2.0,0.653212514,2002,Tetrahedron,Elsevier,10.1016/S0040-4020(02)00215-6,76
264,C=CCCCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%16(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%17(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,C1CCOC1,373.15,20.0,1.0,1.0,3.0,637.0,2.0,0.653212514,2002,Tetrahedron,Elsevier,10.1016/S0040-4020(02)00215-6,76
265,C=CCCCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%16(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%17(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,C1CCOC1,343.15,20.0,1.0,0.5,3.0,127.4,10.0,0.924279286,2002,Tetrahedron,Elsevier,10.1016/S0040-4020(02)00215-6,81
266,C=CCCCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%16(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%17(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,C1CCOC1,333.15,20.0,1.0,1.0,3.0,637.0,2.0,0.892094603,2002,Tetrahedron,Elsevier,10.1016/S0040-4020(02)00215-6,81
267,C=CCCCCCC,Rh,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%16(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP->%17(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OP(OC2=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C2)OC3=CC=C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F))C=C3)C=C1,C1CCOC1,343.15,20.0,1.0,0.5,3.0,637.0,2.0,0.892094603,2002,Tetrahedron,Elsevier,10.1016/S0040-4020(02)00215-6,81
